[2020-04-17T11:05:45.810Z] INFO: type-service listening at http://0.0.0.0:8010 (in type-service.js)
[2020-04-17T14:56:03.063Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a5f5caa6-ac02-43b9-b1cf-cb794a55481b (in type-service.js)
[2020-04-17T14:56:03.064Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9c1140c4-ecf5-451f-b1e7-7380546624ad (in type-service.js)
[2020-04-17T14:56:03.064Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2d9bb39e-68df-458f-a0b5-f6d0cebf4319 (in type-service.js)
[2020-04-17T14:56:03.072Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9f597d84-166c-480b-88d4-a15cee9eae7b (in type-service.js)
[2020-04-17T14:56:03.073Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b9c600df-d5a6-416b-8c9d-c74d566de2fe (in type-service.js)
[2020-04-17T14:56:03.073Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 68579484-8a07-4d15-a9dd-4606991cb01d (in type-service.js)
[2020-04-17T14:56:03.073Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 6be9a50c-dcab-4d2c-bda8-14506a2e9eef (in type-service.js)
[2020-04-17T14:56:03.080Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3e72c4a8-4075-4625-8f25-2f1ac88db824 (in type-service.js)
[2020-04-17T14:56:03.080Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 f27a1d55-a523-4e75-8aa4-6262d3901bb2 (in type-service.js)
[2020-04-17T14:56:03.080Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e05a90f1-6061-4aad-90d1-69c25908fb9c (in type-service.js)
[2020-04-17T14:56:03.080Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 1cac04a8-1f20-4ca9-9f70-4b5b95a955ab (in type-service.js)
[2020-04-17T14:56:03.082Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e1a12714-70eb-4ca8-a299-937dbd5ef022 (in type-service.js)
[2020-04-17T14:56:03.082Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b5f453f6-ba23-420b-85fc-e50af2ed9d43 (in type-service.js)
[2020-04-17T14:56:03.082Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 10372863-c812-4fe4-ab50-e52a8f17f8fc (in type-service.js)
[2020-04-17T14:56:03.091Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0321de0f-b86b-46b3-9699-9d8241e83b76 (in type-service.js)
[2020-04-17T14:56:03.099Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 92f49765-3679-4018-851a-74d9e67e7079 (in type-service.js)
[2020-04-17T14:56:03.100Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 cb7d311e-1a61-4806-87ef-f9d09b0b5e05 (in type-service.js)
[2020-04-17T14:56:03.100Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2bec3db3-bc38-41f8-8090-d7ac8aa18d74 (in type-service.js)
[2020-04-17T14:56:03.100Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 4b556f38-02ce-4785-afa4-3730cd8af7c1 (in type-service.js)
[2020-04-17T14:56:03.100Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0f11c42b-009d-47b6-adcd-a27cc37ae6e1 (in type-service.js)
[2020-04-17T14:56:03.109Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a29fb792-e3b3-425e-a357-b800a8c9c282 (in type-service.js)
[2020-04-17T14:56:03.109Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e06a83c6-925f-4975-a0b8-19bf75b3950d (in type-service.js)
[2020-04-17T14:56:03.259Z] INFO: type tagging 28 datasets took 257ms (in type-service.js)
[2020-04-17T14:56:09.598Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 4d3f7b76-6fe5-4766-bd7e-b018e35fdf2f (in type-service.js)
[2020-04-17T14:56:09.598Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 a8b75573-5a9a-4263-8320-5f364ebb65b5 (in type-service.js)
[2020-04-17T14:56:09.598Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 f6399c71-eb28-4895-93d2-33df1c018a2a (in type-service.js)
[2020-04-17T14:56:09.598Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 aafab0a2-8b30-4ef2-9325-c552ffb0a125 (in type-service.js)
[2020-04-17T14:56:09.607Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 06a7ce01-6ab2-420a-826f-4ac8f3f7fe8c (in type-service.js)
[2020-04-17T14:56:09.615Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 d041dac3-475d-4940-a8d8-056727ab7906 (in type-service.js)
[2020-04-17T14:56:09.625Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 d1aca81c-8ebd-439f-b669-bff40f94f3c3 (in type-service.js)
[2020-04-17T14:56:09.632Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 e866b058-907d-4a2c-bb53-61cdcdc478f7 (in type-service.js)
[2020-04-17T14:56:09.637Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 a3a60c07-6901-456c-97da-7e970ac7b0cb (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 d0d473b3-ecf2-4eb2-abd2-68504e6f8777 (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 30fc6f66-6b88-43bc-80e6-63b1e5a263e6 (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 fb6e4c55-615d-4446-bb26-63603a6697a4 (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 63a2edd7-8a0d-472f-8891-101467a3a288 (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 21800477-454d-45e3-8798-c9a7af2933f9 (in type-service.js)
[2020-04-17T14:56:09.643Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 4802405f-2068-46f4-84d5-ff8dbeae3083 (in type-service.js)
[2020-04-17T14:56:09.649Z] INFO: cache miss bde1fe33-c35e-477d-918b-89a856315165 6837c590-b408-4b6a-b3a6-90e06980823b (in type-service.js)
[2020-04-17T14:56:09.763Z] INFO: type tagging 16 datasets took 189ms (in type-service.js)
[2020-04-17T14:56:18.097Z] INFO: type tagging 16 datasets took 29ms (in type-service.js)
[2020-04-17T14:59:53.756Z] INFO: type-service listening at http://0.0.0.0:8010 (in type-service.js)
[2020-04-17T14:59:53.757Z] INFO: type-service listening at http://0.0.0.0:8110 (in type-service.js)
[2020-04-17T15:00:02.439Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 cb7d311e-1a61-4806-87ef-f9d09b0b5e05 (in type-service.js)
[2020-04-17T15:00:02.440Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 d08ea79d-a146-484f-90c1-75e04ab008db (in type-service.js)
[2020-04-17T15:00:02.440Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2d9bb39e-68df-458f-a0b5-f6d0cebf4319 (in type-service.js)
[2020-04-17T15:00:02.450Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0f11c42b-009d-47b6-adcd-a27cc37ae6e1 (in type-service.js)
[2020-04-17T15:00:02.462Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2bec3db3-bc38-41f8-8090-d7ac8aa18d74 (in type-service.js)
[2020-04-17T15:00:02.462Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 f27a1d55-a523-4e75-8aa4-6262d3901bb2 (in type-service.js)
[2020-04-17T15:00:02.462Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab92b96f-39d4-407b-9829-eb7473f11b30 (in type-service.js)
[2020-04-17T15:00:02.472Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 92f49765-3679-4018-851a-74d9e67e7079 (in type-service.js)
[2020-04-17T15:00:02.472Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9f597d84-166c-480b-88d4-a15cee9eae7b (in type-service.js)
[2020-04-17T15:00:02.472Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3e72c4a8-4075-4625-8f25-2f1ac88db824 (in type-service.js)
[2020-04-17T15:00:02.472Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 10372863-c812-4fe4-ab50-e52a8f17f8fc (in type-service.js)
[2020-04-17T15:00:02.478Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 6be9a50c-dcab-4d2c-bda8-14506a2e9eef (in type-service.js)
[2020-04-17T15:00:02.487Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b5f453f6-ba23-420b-85fc-e50af2ed9d43 (in type-service.js)
[2020-04-17T15:00:02.487Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a29fb792-e3b3-425e-a357-b800a8c9c282 (in type-service.js)
[2020-04-17T15:00:02.487Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3d6b95e1-bf1b-40e8-9c0f-e07decdf6754 (in type-service.js)
[2020-04-17T15:00:02.488Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 4b556f38-02ce-4785-afa4-3730cd8af7c1 (in type-service.js)
[2020-04-17T15:00:02.488Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0321de0f-b86b-46b3-9699-9d8241e83b76 (in type-service.js)
[2020-04-17T15:00:02.494Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 1cac04a8-1f20-4ca9-9f70-4b5b95a955ab (in type-service.js)
[2020-04-17T15:00:02.494Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b9c600df-d5a6-416b-8c9d-c74d566de2fe (in type-service.js)
[2020-04-17T15:00:02.494Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e1a12714-70eb-4ca8-a299-937dbd5ef022 (in type-service.js)
[2020-04-17T15:00:02.494Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b18e8d77-46c0-41f6-b9fe-6ba0229ddb40 (in type-service.js)
[2020-04-17T15:00:02.500Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a5f5caa6-ac02-43b9-b1cf-cb794a55481b (in type-service.js)
[2020-04-17T15:00:02.500Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e06a83c6-925f-4975-a0b8-19bf75b3950d (in type-service.js)
[2020-04-17T15:00:02.504Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e05a90f1-6061-4aad-90d1-69c25908fb9c (in type-service.js)
[2020-04-17T15:00:02.504Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab378db5-7de7-466f-96da-8d2eb72b2915 (in type-service.js)
[2020-04-17T15:00:02.511Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 7b4fe237-5449-4c36-a127-0b2de943598d (in type-service.js)
[2020-04-17T15:00:02.511Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 68579484-8a07-4d15-a9dd-4606991cb01d (in type-service.js)
[2020-04-17T15:00:02.511Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9c1140c4-ecf5-451f-b1e7-7380546624ad (in type-service.js)
[2020-04-17T15:00:02.746Z] INFO: type tagging 28 datasets took 355ms (in type-service.js)
[2020-04-17T15:03:50.740Z] INFO: type-service listening at http://0.0.0.0:8010 (in type-service.js)
[2020-04-17T15:03:50.741Z] INFO: type-service listening at http://0.0.0.0:8110 (in type-service.js)
[2020-04-17T15:04:01.906Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 7b4fe237-5449-4c36-a127-0b2de943598d (in type-service.js)
[2020-04-17T15:04:01.906Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3d6b95e1-bf1b-40e8-9c0f-e07decdf6754 (in type-service.js)
[2020-04-17T15:04:01.907Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab378db5-7de7-466f-96da-8d2eb72b2915 (in type-service.js)
[2020-04-17T15:04:01.916Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b18e8d77-46c0-41f6-b9fe-6ba0229ddb40 (in type-service.js)
[2020-04-17T15:04:01.928Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab92b96f-39d4-407b-9829-eb7473f11b30 (in type-service.js)
[2020-04-17T15:04:01.938Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 d08ea79d-a146-484f-90c1-75e04ab008db (in type-service.js)
[2020-04-17T15:04:01.938Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a5f5caa6-ac02-43b9-b1cf-cb794a55481b (in type-service.js)
[2020-04-17T15:04:01.938Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9c1140c4-ecf5-451f-b1e7-7380546624ad (in type-service.js)
[2020-04-17T15:04:01.938Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2d9bb39e-68df-458f-a0b5-f6d0cebf4319 (in type-service.js)
[2020-04-17T15:04:01.947Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9f597d84-166c-480b-88d4-a15cee9eae7b (in type-service.js)
[2020-04-17T15:04:01.947Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b9c600df-d5a6-416b-8c9d-c74d566de2fe (in type-service.js)
[2020-04-17T15:04:01.947Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 68579484-8a07-4d15-a9dd-4606991cb01d (in type-service.js)
[2020-04-17T15:04:01.948Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 6be9a50c-dcab-4d2c-bda8-14506a2e9eef (in type-service.js)
[2020-04-17T15:04:01.959Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3e72c4a8-4075-4625-8f25-2f1ac88db824 (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 f27a1d55-a523-4e75-8aa4-6262d3901bb2 (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e05a90f1-6061-4aad-90d1-69c25908fb9c (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 1cac04a8-1f20-4ca9-9f70-4b5b95a955ab (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e1a12714-70eb-4ca8-a299-937dbd5ef022 (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b5f453f6-ba23-420b-85fc-e50af2ed9d43 (in type-service.js)
[2020-04-17T15:04:01.960Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 10372863-c812-4fe4-ab50-e52a8f17f8fc (in type-service.js)
[2020-04-17T15:04:01.969Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0321de0f-b86b-46b3-9699-9d8241e83b76 (in type-service.js)
[2020-04-17T15:04:01.976Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 92f49765-3679-4018-851a-74d9e67e7079 (in type-service.js)
[2020-04-17T15:04:01.976Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 cb7d311e-1a61-4806-87ef-f9d09b0b5e05 (in type-service.js)
[2020-04-17T15:04:01.976Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2bec3db3-bc38-41f8-8090-d7ac8aa18d74 (in type-service.js)
[2020-04-17T15:04:01.976Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 4b556f38-02ce-4785-afa4-3730cd8af7c1 (in type-service.js)
[2020-04-17T15:04:01.976Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0f11c42b-009d-47b6-adcd-a27cc37ae6e1 (in type-service.js)
[2020-04-17T15:04:01.983Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a29fb792-e3b3-425e-a357-b800a8c9c282 (in type-service.js)
[2020-04-17T15:04:01.984Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e06a83c6-925f-4975-a0b8-19bf75b3950d (in type-service.js)
[2020-04-17T15:04:32.358Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2d9bb39e-68df-458f-a0b5-f6d0cebf4319 (in type-service.js)
[2020-04-17T15:04:32.365Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0f11c42b-009d-47b6-adcd-a27cc37ae6e1 (in type-service.js)
[2020-04-17T15:04:32.372Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab92b96f-39d4-407b-9829-eb7473f11b30 (in type-service.js)
[2020-04-17T15:04:32.379Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 10372863-c812-4fe4-ab50-e52a8f17f8fc (in type-service.js)
[2020-04-17T15:04:32.388Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 6be9a50c-dcab-4d2c-bda8-14506a2e9eef (in type-service.js)
[2020-04-17T15:04:32.407Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0321de0f-b86b-46b3-9699-9d8241e83b76 (in type-service.js)
[2020-04-17T15:04:32.423Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b18e8d77-46c0-41f6-b9fe-6ba0229ddb40 (in type-service.js)
[2020-04-17T15:04:32.437Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e06a83c6-925f-4975-a0b8-19bf75b3950d (in type-service.js)
[2020-04-17T15:04:32.455Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab378db5-7de7-466f-96da-8d2eb72b2915 (in type-service.js)
[2020-04-17T15:05:25.402Z] INFO: type-service listening at http://0.0.0.0:8010 (in type-service.js)
[2020-04-17T15:05:25.403Z] INFO: type-service listening at http://0.0.0.0:8110 (in type-service.js)
[2020-04-17T15:05:33.028Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 7b4fe237-5449-4c36-a127-0b2de943598d (in type-service.js)
[2020-04-17T15:05:33.028Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3d6b95e1-bf1b-40e8-9c0f-e07decdf6754 (in type-service.js)
[2020-04-17T15:05:33.029Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab378db5-7de7-466f-96da-8d2eb72b2915 (in type-service.js)
[2020-04-17T15:05:33.037Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b18e8d77-46c0-41f6-b9fe-6ba0229ddb40 (in type-service.js)
[2020-04-17T15:05:33.043Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab92b96f-39d4-407b-9829-eb7473f11b30 (in type-service.js)
[2020-04-17T15:05:33.053Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 d08ea79d-a146-484f-90c1-75e04ab008db (in type-service.js)
[2020-04-17T15:05:33.053Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a5f5caa6-ac02-43b9-b1cf-cb794a55481b (in type-service.js)
[2020-04-17T15:05:33.053Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9c1140c4-ecf5-451f-b1e7-7380546624ad (in type-service.js)
[2020-04-17T15:05:33.053Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2d9bb39e-68df-458f-a0b5-f6d0cebf4319 (in type-service.js)
[2020-04-17T15:05:33.060Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9f597d84-166c-480b-88d4-a15cee9eae7b (in type-service.js)
[2020-04-17T15:05:33.060Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b9c600df-d5a6-416b-8c9d-c74d566de2fe (in type-service.js)
[2020-04-17T15:05:33.061Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 68579484-8a07-4d15-a9dd-4606991cb01d (in type-service.js)
[2020-04-17T15:05:33.061Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 6be9a50c-dcab-4d2c-bda8-14506a2e9eef (in type-service.js)
[2020-04-17T15:05:33.067Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3e72c4a8-4075-4625-8f25-2f1ac88db824 (in type-service.js)
[2020-04-17T15:05:33.067Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 f27a1d55-a523-4e75-8aa4-6262d3901bb2 (in type-service.js)
[2020-04-17T15:05:33.067Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e05a90f1-6061-4aad-90d1-69c25908fb9c (in type-service.js)
[2020-04-17T15:05:33.067Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 1cac04a8-1f20-4ca9-9f70-4b5b95a955ab (in type-service.js)
[2020-04-17T15:05:33.068Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e1a12714-70eb-4ca8-a299-937dbd5ef022 (in type-service.js)
[2020-04-17T15:05:33.068Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b5f453f6-ba23-420b-85fc-e50af2ed9d43 (in type-service.js)
[2020-04-17T15:05:33.068Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 10372863-c812-4fe4-ab50-e52a8f17f8fc (in type-service.js)
[2020-04-17T15:05:33.075Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0321de0f-b86b-46b3-9699-9d8241e83b76 (in type-service.js)
[2020-04-17T15:05:33.080Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 92f49765-3679-4018-851a-74d9e67e7079 (in type-service.js)
[2020-04-17T15:05:33.081Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 cb7d311e-1a61-4806-87ef-f9d09b0b5e05 (in type-service.js)
[2020-04-17T15:05:33.081Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 2bec3db3-bc38-41f8-8090-d7ac8aa18d74 (in type-service.js)
[2020-04-17T15:05:33.081Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 4b556f38-02ce-4785-afa4-3730cd8af7c1 (in type-service.js)
[2020-04-17T15:05:33.081Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 0f11c42b-009d-47b6-adcd-a27cc37ae6e1 (in type-service.js)
[2020-04-17T15:05:33.091Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a29fb792-e3b3-425e-a357-b800a8c9c282 (in type-service.js)
[2020-04-17T15:05:33.091Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 e06a83c6-925f-4975-a0b8-19bf75b3950d (in type-service.js)
[2020-04-17T15:05:33.245Z] INFO: type tagging 28 datasets took 299ms (in type-service.js)
[2020-04-17T15:15:28.124Z] INFO: type tagging 28 datasets took 100ms (in type-service.js)
[2020-04-20T05:17:19.023Z] INFO: type tagging 28 datasets took 80ms (in type-service.js)
[2020-04-20T05:48:26.274Z] INFO: type tagging 28 datasets took 85ms (in type-service.js)
[2020-04-20T06:29:31.588Z] INFO: type tagging 28 datasets took 70ms (in type-service.js)
[2020-04-20T06:56:52.359Z] INFO: type tagging 28 datasets took 42ms (in type-service.js)
[2020-04-20T12:13:40.427Z] INFO: type tagging 28 datasets took 73ms (in type-service.js)
[2020-04-20T15:38:05.242Z] INFO: type tagging 28 datasets took 156ms (in type-service.js)
[2020-04-20T16:33:39.591Z] INFO: type tagging 28 datasets took 159ms (in type-service.js)
[2020-04-21T06:00:54.374Z] INFO: type tagging 28 datasets took 138ms (in type-service.js)
[2020-04-21T09:48:10.720Z] INFO: type tagging 28 datasets took 91ms (in type-service.js)
[2020-04-21T10:31:16.178Z] INFO: type tagging 28 datasets took 75ms (in type-service.js)
[2020-04-21T14:42:59.500Z] INFO: type tagging 28 datasets took 77ms (in type-service.js)
[2020-04-21T15:35:15.908Z] INFO: type tagging 28 datasets took 115ms (in type-service.js)
[2020-04-22T06:36:10.403Z] INFO: type tagging 28 datasets took 90ms (in type-service.js)
[2020-04-22T12:48:20.241Z] INFO: type tagging 28 datasets took 124ms (in type-service.js)
[2020-04-22T13:27:25.232Z] INFO: type tagging 28 datasets took 44ms (in type-service.js)
[2020-04-22T14:10:11.285Z] INFO: type tagging 28 datasets took 62ms (in type-service.js)
[2020-04-23T06:18:11.063Z] INFO: type tagging 28 datasets took 134ms (in type-service.js)
[2020-04-23T07:31:01.192Z] INFO: type tagging 28 datasets took 107ms (in type-service.js)
[2020-04-23T08:01:53.207Z] INFO: type tagging 28 datasets took 81ms (in type-service.js)
[2020-04-23T10:27:29.580Z] INFO: type tagging 28 datasets took 85ms (in type-service.js)
[2020-04-23T13:00:34.858Z] INFO: type tagging 28 datasets took 124ms (in type-service.js)
[2020-04-23T13:54:44.306Z] INFO: type tagging 28 datasets took 95ms (in type-service.js)
[2020-04-24T09:46:23.294Z] INFO: type tagging 28 datasets took 66ms (in type-service.js)
[2020-04-24T10:14:16.153Z] INFO: type tagging 28 datasets took 110ms (in type-service.js)
[2020-04-24T10:36:40.659Z] INFO: type tagging 28 datasets took 118ms (in type-service.js)
[2020-04-24T12:20:00.477Z] INFO: type tagging 28 datasets took 52ms (in type-service.js)
[2020-04-24T12:22:32.653Z] INFO: type tagging 28 datasets took 111ms (in type-service.js)
[2020-04-24T14:02:34.193Z] INFO: type tagging 28 datasets took 112ms (in type-service.js)
[2020-04-27T08:19:18.956Z] INFO: type-service listening at http://0.0.0.0:8010 (in type-service.js)
[2020-04-27T08:19:18.957Z] INFO: type-service listening at http://0.0.0.0:8110 (in type-service.js)
[2020-04-27T08:20:01.547Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 7b4fe237-5449-4c36-a127-0b2de943598d (in type-service.js)
[2020-04-27T08:20:01.547Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 3d6b95e1-bf1b-40e8-9c0f-e07decdf6754 (in type-service.js)
[2020-04-27T08:20:01.547Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab378db5-7de7-466f-96da-8d2eb72b2915 (in type-service.js)
[2020-04-27T08:20:01.556Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 b18e8d77-46c0-41f6-b9fe-6ba0229ddb40 (in type-service.js)
[2020-04-27T08:20:01.568Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 ab92b96f-39d4-407b-9829-eb7473f11b30 (in type-service.js)
[2020-04-27T08:20:01.576Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 d08ea79d-a146-484f-90c1-75e04ab008db (in type-service.js)
[2020-04-27T08:20:01.577Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 a5f5caa6-ac02-43b9-b1cf-cb794a55481b (in type-service.js)
[2020-04-27T08:20:01.577Z] INFO: cache miss a51d76c4-4f25-422c-be01-a709bf510092 9c1140c4-ecf5-451f-b1e7-7380546624ad (in type-service.js)
